delta_team_y,delta_team_avg_top_speed,delta_team_id,delta_team_goals,delta_team_passes_attempted,delta_team_passes_completed,delta_team_name,delta_top11_avg_age,delta_team_minutes,delta_top11_avg_pass_acc,delta_top11_goals,delta_team_assists,delta_team_pass_acc,delta_top11_assists,delta_points,home_team_id,away_team_id,date_utc
,,59,,,,,,,,,,,,0,397.0,338.0,2025-04-12 14:00:00+00:00
,,289,,,,,,,,,,,,-3,351.0,62.0,2025-04-12 14:00:00+00:00
,,282,,,,,,,,,,,,-3,340.0,58.0,2025-04-12 14:00:00+00:00
,,-345,,,,,,,,,,,,0,57.0,402.0,2025-04-12 16:30:00+00:00
,,-288,,,,,,,,,,,,0,61.0,349.0,2025-04-13 13:00:00+00:00
,,-499,,,,,,,,,,,,3,64.0,563.0,2025-04-13 13:00:00+00:00
,,3,,,,,,,,,,,,3,76.0,73.0,2025-04-13 13:00:00+00:00
,,1,,,,,,,,,,,,3,67.0,66.0,2025-04-13 15:30:00+00:00
,,981,,,,,,,,,,,,3,1044.0,63.0,2025-04-14 19:00:00+00:00
,,5,,,,,,,,,,,,3,402.0,397.0,2025-04-19 14:00:00+00:00
,,-690,,,,,,,,,,,,0,354.0,1044.0,2025-04-19 14:00:00+00:00
,,-3,,,,,,,,,,,,-3,62.0,65.0,2025-04-19 14:00:00+00:00
,,223,,,,,,,,,,,,0,563.0,340.0,2025-04-19 14:00:00+00:00
,,-9,,,,,,,,,,,,3,58.0,67.0,2025-04-19 16:30:00+00:00
,,2,,,,,,,,,,,,-3,63.0,61.0,2025-04-20 13:00:00+00:00
,,292,,,,,,,,,,,,-3,349.0,57.0,2025-04-20 13:00:00+00:00
,,-10,,,,,,,,,,,,-3,66.0,76.0,2025-04-20 13:00:00+00:00
,,274,,,,,,,,,,,,-3,338.0,64.0,2025-04-20 15:30:00+00:00
,,-278,,,,,,,,,,,,-3,73.0,351.0,2025-04-21 19:00:00+00:00
,,7,,,,,,,,,,,,3,65.0,58.0,2025-04-22 19:00:00+00:00
,,-297,,,,,,,,,,,,0,57.0,354.0,2025-04-23 19:00:00+00:00
,,-1,,,,,,,,,,,,3,61.0,62.0,2025-04-26 11:30:00+00:00
,,-166,,,,,,,,,,,,3,397.0,563.0,2025-04-26 14:00:00+00:00
,,-282,,,,,,,,,,,,3,67.0,349.0,2025-04-26 14:00:00+00:00
,,277,,,,,,,,,,,,-3,340.0,63.0,2025-04-26 14:00:00+00:00
,,-262,,,,,,,,,,,,3,76.0,338.0,2025-04-26 14:00:00+00:00
,,978,,,,,,,,,,,,0,1044.0,66.0,2025-04-27 13:00:00+00:00
,,-9,,,,,,,,,,,,3,64.0,73.0,2025-04-27 15:30:00+00:00
,,-51,,,,,,,,,,,,-3,351.0,402.0,2025-05-01 18:30:00+00:00
,,-11,,,,,,,,,,,,3,65.0,76.0,2025-05-02 19:00:00+00:00
,,-5,,,,,,,,,,,,3,58.0,63.0,2025-05-03 11:30:00+00:00
,,-287,,,,,,,,,,,,0,62.0,349.0,2025-05-03 14:00:00+00:00
,,-2,,,,,,,,,,,,3,338.0,340.0,2025-05-03 14:00:00+00:00
,,-987,,,,,,,,,,,,-3,57.0,1044.0,2025-05-03 16:30:00+00:00
,,336,,,,,,,,,,,,3,402.0,66.0,2025-05-04 13:00:00+00:00
,,330,,,,,,,,,,,,0,397.0,67.0,2025-05-04 13:00:00+00:00
,,490,,,,,,,,,,,,0,563.0,73.0,2025-05-04 13:00:00+00:00
,,-3,,,,,,,,,,,,3,61.0,64.0,2025-05-04 15:30:00+00:00
,,3,,,,,,,,,,,,0,354.0,351.0,2025-05-05 19:00:00+00:00
,,1,,,,,,,,,,,,-3,63.0,62.0,2025-05-10 14:00:00+00:00
,,-53,,,,,,,,,,,,-3,349.0,402.0,2025-05-10 14:00:00+00:00
,,275,,,,,,,,,,,,0,340.0,65.0,2025-05-10 14:00:00+00:00
,,-321,,,,,,,,,,,,-3,76.0,397.0,2025-05-10 14:00:00+00:00
,,986,,,,,,,,,,,,-3,1044.0,58.0,2025-05-10 16:30:00+00:00
,,6,,,,,,,,,,,,3,67.0,61.0,2025-05-11 11:00:00+00:00
,,-497,,,,,,,,,,,,-3,66.0,563.0,2025-05-11 13:15:00+00:00
,,13,,,,,,,,,,,,0,351.0,338.0,2025-05-11 13:15:00+00:00
,,-281,,,,,,,,,,,,-3,73.0,354.0,2025-05-11 13:15:00+00:00
,,7,,,,,,,,,,,,0,64.0,57.0,2025-05-11 15:30:00+00:00
,,-15,,,,,,,,,,,,3,58.0,73.0,2025-05-16 18:30:00+00:00
,,-5,,,,,,,,,,,,3,61.0,66.0,2025-05-16 19:15:00+00:00
,,-278,,,,,,,,,,,,3,62.0,340.0,2025-05-18 11:00:00+00:00
,,212,,,,,,,,,,,,-3,563.0,351.0,2025-05-18 13:15:00+00:00
,,339,,,,,,,,,,,,-3,402.0,63.0,2025-05-18 14:00:00+00:00
,,-11,,,,,,,,,,,,3,338.0,349.0,2025-05-18 14:00:00+00:00
,,-10,,,,,,,,,,,,3,57.0,67.0,2025-05-18 15:30:00+00:00
,,333,,,,,,,,,,,,3,397.0,64.0,2025-05-19 19:00:00+00:00
,,278,,,,,,,,,,,,3,354.0,76.0,2025-05-20 19:00:00+00:00
,,-979,,,,,,,,,,,,3,65.0,1044.0,2025-05-20 19:00:00+00:00
,,706,,,,,,,,,,,,3,1044.0,338.0,2025-05-25 15:00:00+00:00
,,-2,,,,,,,,,,,,-3,63.0,65.0,2025-05-25 15:00:00+00:00
,,-214,,,,,,,,,,,,-3,349.0,563.0,2025-05-25 15:00:00+00:00
,,-290,,,,,,,,,,,,0,64.0,354.0,2025-05-25 15:00:00+00:00
,,8,,,,,,,,,,,,3,66.0,58.0,2025-05-25 15:00:00+00:00
,,5,,,,,,,,,,,,-3,67.0,62.0,2025-05-25 15:00:00+00:00
,,290,,,,,,,,,,,,-3,351.0,61.0,2025-05-25 15:00:00+00:00
,,283,,,,,,,,,,,,-3,340.0,57.0,2025-05-25 15:00:00+00:00
,,-324,,,,,,,,,,,,-3,73.0,397.0,2025-05-25 15:00:00+00:00
,,-326,,,,,,,,,,,,0,76.0,402.0,2025-05-25 15:00:00+00:00
,,-5,,,,,,,,,,,,0,77.0,82.0,2024-08-15 17:00:00+00:00
,,-208,,,,,,,,,,,,0,90.0,298.0,2024-08-15 19:30:00+00:00
,,295,,,,,,,,,,,,3,558.0,263.0,2024-08-16 17:00:00+00:00
,,-284,,,,,,,,,,,,0,275.0,559.0,2024-08-16 19:30:00+00:00
,,-666,,,,,,,,,,,,0,79.0,745.0,2024-08-17 17:00:00+00:00
,,14,,,,,,,,,,,,-3,95.0,81.0,2024-08-17 19:30:00+00:00
,,5,,,,,,,,,,,,-3,92.0,87.0,2024-08-18 17:00:00+00:00
,,3,,,,,,,,,,,,0,89.0,86.0,2024-08-18 19:30:00+00:00
,,170,,,,,,,,,,,,3,250.0,80.0,2024-08-19 17:00:00+00:00
,,16,,,,,,,,,,,,0,94.0,78.0,2024-08-19 19:30:00+00:00
,,463,,,,,,,,,,,,3,558.0,95.0,2024-08-23 17:00:00+00:00
,,465,,,,,,,,,,,,-3,559.0,94.0,2024-08-23 19:30:00+00:00
,,-10,,,,,,,,,,,,3,79.0,89.0,2024-08-24 15:00:00+00:00
,,4,,,,,,,,,,,,3,81.0,77.0,2024-08-24 17:00:00+00:00
,,-5,,,,,,,,,,,,0,82.0,87.0,2024-08-24 19:30:00+00:00
,,-12,,,,,,,,,,,,-3,80.0,92.0,2024-08-24 19:30:00+00:00
,,-164,,,,,,,,,,,,3,86.0,250.0,2024-08-25 15:00:00+00:00
,,470,,,,,,,,,,,,3,745.0,275.0,2024-08-25 17:00:00+00:00
,,173,,,,,,,,,,,,0,263.0,90.0,2024-08-25 17:15:00+00:00
,,-220,,,,,,,,,,,,3,78.0,298.0,2024-08-25 19:30:00+00:00
,,-464,,,,,,,,,,,,3,94.0,558.0,2024-08-26 19:30:00+00:00
,,-470,,,,,,,,,,,,0,89.0,559.0,2024-08-27 17:00:00+00:00
,,6,,,,,,,,,,,,-3,87.0,81.0,2024-08-27 19:30:00+00:00
,,-18,,,,,,,,,,,,3,77.0,95.0,2024-08-28 17:00:00+00:00
,,-495,,,,,,,,,,,,0,250.0,745.0,2024-08-28 17:00:00+00:00
,,-171,,,,,,,,,,,,-3,92.0,263.0,2024-08-28 19:30:00+00:00
,,-2,,,,,,,,,,,,0,78.0,80.0,2024-08-28 19:30:00+00:00
,,219,,,,,,,,,,,,3,298.0,79.0,2024-08-29 17:00:00+00:00
,,189,,,,,,,,,,,,0,275.0,86.0,2024-08-29 19:30:00+00:00
,,8,,,,,,,,,,,,3,90.0,82.0,2024-09-18 17:00:00+00:00
,,-169,,,,,,,,,,,,3,81.0,250.0,2024-08-31 15:00:00+00:00
,,-1,,,,,,,,,,,,-3,77.0,78.0,2024-08-31 17:00:00+00:00
,,-7,,,,,,,,,,,,3,80.0,87.0,2024-08-31 17:15:00+00:00
,,656,,,,,,,,,,,,-3,745.0,89.0,2024-08-31 19:30:00+00:00
,,1,,,,,,,,,,,,0,95.0,94.0,2024-08-31 19:30:00+00:00
,,-479,,,,,,,,,,,,3,79.0,558.0,2024-09-01 15:00:00+00:00
,,-12,,,,,,,,,,,,3,263.0,275.0,2024-09-01 15:00:00+00:00
,,261,,,,,,,,,,,,-3,559.0,298.0,2024-09-01 17:00:00+00:00
,,-10,,,,,,,,,,,,0,82.0,92.0,2024-09-01 17:15:00+00:00
,,-4,,,,,,,,,,,,3,86.0,90.0,2024-09-01 19:30:00+00:00
,,-655,,,,,,,,,,,,3,90.0,745.0,2024-09-13 19:00:00+00:00
,,-5,,,,,,,,,,,,-3,89.0,94.0,2024-09-14 12:00:00+00:00
,,-183,,,,,,,,,,,,3,80.0,263.0,2024-09-14 14:15:00+00:00
,,477,,,,,,,,,,,,3,559.0,82.0,2024-09-14 16:30:00+00:00
,,6,,,,,,,,,,,,-3,92.0,86.0,2024-09-14 19:00:00+00:00
,,308,,,,,,,,,,,,3,558.0,250.0,2024-09-15 12:00:00+00:00
,,217,,,,,,,,,,,,-3,298.0,81.0,2024-09-15 14:15:00+00:00
,,198,,,,,,,,,,,,-3,275.0,77.0,2024-09-15 16:30:00+00:00
,,-17,,,,,,,,,,,,3,78.0,95.0,2024-09-15 19:00:00+00:00
,,8,,,,,,,,,,,,3,87.0,79.0,2024-09-16 19:00:00+00:00
,,-296,,,,,,,,,,,,3,263.0,559.0,2024-09-20 19:00:00+00:00
,,158,,,,,,,,,,,,0,250.0,92.0,2024-09-21 12:00:00+00:00
,,-196,,,,,,,,,,,,3,79.0,275.0,2024-09-21 14:15:00+00:00
,,-203,,,,,,,,,,,,3,95.0,298.0,2024-09-21 16:30:00+00:00
,,6,,,,,,,,,,,,3,86.0,80.0,2024-09-21 19:00:00+00:00
,,-663,,,,,,,,,,,,0,82.0,745.0,2024-09-22 12:00:00+00:00
,,-481,,,,,,,,,,,,3,77.0,558.0,2024-09-22 14:15:00+00:00
,,13,,,,,,,,,,,,-3,94.0,81.0,2024-09-22 16:30:00+00:00
,,9,,,,,,,,,,,,0,87.0,78.0,2024-09-22 19:00:00+00:00
,,1,,,,,,,,,,,,-3,90.0,89.0,2024-09-23 19:00:00+00:00
,,-3,,,,,,,,,,,,3,89.0,92.0,2024-09-17 17:00:00+00:00
,,668,,,,,,,,,,,,-3,745.0,77.0,2024-09-19 17:00:00+00:00
,,309,,,,,,,,,,,,3,559.0,250.0,2024-09-24 17:00:00+00:00
,,16,,,,,,,,,,,,0,95.0,79.0,2024-09-24 17:00:00+00:00
,,-177,,,,,,,,,,,,3,86.0,263.0,2024-09-24 19:00:00+00:00
,,211,,,,,,,,,,,,0,298.0,87.0,2024-09-25 17:00:00+00:00
,,-1,,,,,,,,,,,,3,81.0,82.0,2024-09-25 19:00:00+00:00
,,185,,,,,,,,,,,,0,275.0,90.0,2024-09-26 17:00:00+00:00
,,-14,,,,,,,,,,,,-3,80.0,94.0,2024-09-26 17:00:00+00:00
,,480,,,,,,,,,,,,-3,558.0,78.0,2024-09-26 19:00:00+00:00
,,161,,,,,,,,,,,,-3,250.0,89.0,2024-09-27 19:00:00+00:00
,,-181,,,,,,,,,,,,3,82.0,263.0,2024-09-28 12:00:00+00:00
,,-658,,,,,,,,,,,,0,87.0,745.0,2024-09-28 14:15:00+00:00
,,-3,,,,,,,,,,,,3,92.0,95.0,2024-09-28 16:30:00+00:00
,,-2,,,,,,,,,,,,3,79.0,81.0,2024-09-28 19:00:00+00:00
,,260,,,,,,,,,,,,0,558.0,298.0,2024-09-29 12:00:00+00:00
,,-482,,,,,,,,,,,,0,77.0,559.0,2024-09-29 14:15:00+00:00
,,10,,,,,,,,,,,,3,90.0,80.0,2024-09-29 16:30:00+00:00
,,-8,,,,,,,,,,,,0,78.0,86.0,2024-09-29 19:00:00+00:00
,,-181,,,,,,,,,,,,3,94.0,275.0,2024-09-30 19:00:00+00:00
,,650,,,,,,,,,,,,0,745.0,95.0,2024-10-04 19:00:00+00:00
,,-9,,,,,,,,,,,,3,80.0,89.0,2024-10-05 12:00:00+00:00
,,3,,,,,,,,,,,,0,82.0,79.0,2024-10-05 14:15:00+00:00
,,163,,,,,,,,,,,,-3,250.0,87.0,2024-10-05 16:30:00+00:00
,,-283,,,,,,,,,,,,-3,275.0,558.0,2024-10-05 16:30:00+00:00
,,-8,,,,,,,,,,,,3,86.0,94.0,2024-10-05 19:00:00+00:00
,,221,,,,,,,,,,,,3,298.0,77.0,2024-10-06 12:00:00+00:00
,,182,,,,,,,,,,,,-3,263.0,81.0,2024-10-06 14:15:00+00:00
,,469,,,,,,,,,,,,3,559.0,90.0,2024-10-06 16:30:00+00:00
,,14,,,,,,,,,,,,0,92.0,78.0,2024-10-06 19:00:00+00:00
,,13,,,,,,,,,,,,-3,263.0,250.0,2024-10-18 19:00:00+00:00
,,-3,,,,,,,,,,,,3,77.0,80.0,2024-10-19 12:00:00+00:00
,,-11,,,,,,,,,,,,-3,79.0,90.0,2024-10-19 14:15:00+00:00
,,206,,,,,,,,,,,,-3,298.0,92.0,2024-10-19 16:30:00+00:00
,,472,,,,,,,,,,,,-3,558.0,86.0,2024-10-19 19:00:00+00:00
,,2,,,,,,,,,,,,3,89.0,87.0,2024-10-20 12:00:00+00:00
,,-667,,,,,,,,,,,,3,78.0,745.0,2024-10-20 14:15:00+00:00
,,12,,,,,,,,,,,,0,94.0,82.0,2024-10-20 16:30:00+00:00
,,-478,,,,,,,,,,,,3,81.0,559.0,2024-10-20 19:00:00+00:00
,,-180,,,,,,,,,,,,-3,95.0,275.0,2024-10-21 19:00:00+00:00
,,-479,,,,,,,,,,,,-3,80.0,559.0,2024-10-25 19:00:00+00:00
,,156,,,,,,,,,,,,-3,250.0,94.0,2024-10-26 12:00:00+00:00
,,-176,,,,,,,,,,,,3,87.0,263.0,2024-10-26 14:15:00+00:00
,,-23,,,,,,,,,,,,3,275.0,298.0,2024-10-26 16:30:00+00:00
,,5,,,,,,,,,,,,-3,86.0,81.0,2024-10-26 19:00:00+00:00
,,187,,,,,,,,,,,,3,745.0,558.0,2024-10-27 13:00:00+00:00
,,-13,,,,,,,,,,,,0,82.0,95.0,2024-10-27 15:15:00+00:00
,,12,,,,,,,,,,,,3,90.0,78.0,2024-10-27 17:30:00+00:00
,,13,,,,,,,,,,,,-3,92.0,79.0,2024-10-27 20:00:00+00:00
,,12,,,,,,,,,,,,0,89.0,77.0,2024-10-28 20:00:00+00:00
,,174,,,,,,,,,,,,3,263.0,89.0,2024-11-01 20:00:00+00:00
,,-171,,,,,,,,,,,,3,79.0,250.0,2024-11-02 13:00:00+00:00
,,-447,,,,,,,,,,,,3,298.0,745.0,2024-11-02 15:15:00+00:00
,,-197,,,,,,,,,,,,3,78.0,275.0,2024-11-03 13:00:00+00:00
,,1,,,,,,,,,,,,3,81.0,80.0,2024-11-03 15:15:00+00:00
,,467,,,,,,,,,,,,-3,559.0,92.0,2024-11-03 17:30:00+00:00
,,-13,,,,,,,,,,,,0,77.0,90.0,2024-11-03 20:00:00+00:00
,,476,,,,,,,,,,,,3,558.0,82.0,2024-11-04 20:00:00+00:00
,,7,,,,,,,,,,,,0,94.0,87.0,2024-12-18 20:30:00+00:00
,,9,,,,,,,,,,,,-3,95.0,86.0,2025-01-03 20:00:00+00:00
,,-188,,,,,,,,,,,,-3,87.0,275.0,2024-11-08 20:00:00+00:00
,,7,,,,,,,,,,,,3,86.0,79.0,2024-11-09 13:00:00+00:00
,,-169,,,,,,,,,,,,3,94.0,263.0,2024-11-09 15:15:00+00:00
,,186,,,,,,,,,,,,3,745.0,559.0,2024-11-09 20:00:00+00:00
,,-468,,,,,,,,,,,,0,90.0,558.0,2024-11-10 13:00:00+00:00
,,11,,,,,,,,,,,,-3,89.0,78.0,2024-11-10 15:15:00+00:00
,,-216,,,,,,,,,,,,-3,82.0,298.0,2024-11-10 17:30:00+00:00
,,173,,,,,,,,,,,,0,250.0,77.0,2024-11-10 17:30:00+00:00
,,11,,,,,,,,,,,,3,92.0,81.0,2024-11-10 20:00:00+00:00
,,-15,,,,,,,,,,,,0,80.0,95.0,2024-12-18 20:30:00+00:00
,,-168,,,,,,,,,,,,3,82.0,250.0,2024-11-22 20:00:00+00:00
,,5,,,,,,,,,,,,3,95.0,90.0,2024-11-23 13:00:00+00:00
,,-185,,,,,,,,,,,,3,78.0,263.0,2024-11-23 15:15:00+00:00
,,186,,,,,,,,,,,,-3,275.0,89.0,2024-11-23 17:30:00+00:00
,,218,,,,,,,,,,,,3,298.0,80.0,2024-11-23 17:30:00+00:00
,,477,,,,,,,,,,,,0,558.0,81.0,2024-11-23 20:00:00+00:00
,,-15,,,,,,,,,,,,0,79.0,94.0,2024-11-24 13:00:00+00:00
,,472,,,,,,,,,,,,3,559.0,87.0,2024-11-24 15:15:00+00:00
,,659,,,,,,,,,,,,-3,745.0,86.0,2024-11-24 17:30:00+00:00
,,-15,,,,,,,,,,,,3,77.0,92.0,2024-11-24 20:00:00+00:00
,,-6,,,,,,,,,,,,3,89.0,95.0,2024-11-29 20:00:00+00:00
,,-194,,,,,,,,,,,,-3,81.0,275.0,2024-11-30 13:00:00+00:00
,,-482,,,,,,,,,,,,0,263.0,745.0,2024-11-30 15:15:00+00:00
,,-478,,,,,,,,,,,,3,80.0,558.0,2024-11-30 17:30:00+00:00
,,172,,,,,,,,,,,,-3,250.0,78.0,2024-11-30 20:00:00+00:00
,,-204,,,,,,,,,,,,0,94.0,298.0,2024-12-01 13:00:00+00:00
,,4,,,,,,,,,,,,3,86.0,82.0,2024-12-01 15:15:00+00:00
,,10,,,,,,,,,,,,-3,87.0,77.0,2024-12-01 17:30:00+00:00
,,2,,,,,,,,,,,,3,92.0,90.0,2024-12-01 20:00:00+00:00
,,480,,,,,,,,,,,,0,559.0,79.0,2024-12-02 20:00:00+00:00
,,469,,,,,,,,,,,,3,558.0,89.0,2024-12-06 20:00:00+00:00
,,25,,,,,,,,,,,,3,275.0,250.0,2024-12-07 13:00:00+00:00
,,9,,,,,,,,,,,,0,90.0,81.0,2024-12-07 15:15:00+00:00
,,8,,,,,,,,,,,,-3,95.0,87.0,2024-12-07 17:30:00+00:00
,,212,,,,,,,,,,,,-3,298.0,86.0,2024-12-07 20:00:00+00:00
,,653,,,,,,,,,,,,-3,745.0,92.0,2024-12-08 13:00:00+00:00
,,-17,,,,,,,,,,,,3,77.0,94.0,2024-12-08 15:15:00+00:00
,,-184,,,,,,,,,,,,0,79.0,263.0,2024-12-08 17:30:00+00:00
,,-481,,,,,,,,,,,,3,78.0,559.0,2024-12-08 20:00:00+00:00
,,2,,,,,,,,,,,,3,82.0,80.0,2024-12-09 20:00:00+00:00
,,155,,,,,,,,,,,,3,250.0,95.0,2024-12-13 20:00:00+00:00
,,1,,,,,,,,,,,,0,80.0,79.0,2024-12-14 13:00:00+00:00
,,-209,,,,,,,,,,,,3,89.0,298.0,2024-12-14 15:15:00+00:00
,,1,,,,,,,,,,,,3,559.0,558.0,2024-12-14 17:30:00+00:00
,,1,,,,,,,,,,,,0,87.0,86.0,2024-12-14 20:00:00+00:00
,,-4,,,,,,,,,,,,3,78.0,82.0,2024-12-15 13:00:00+00:00
,,186,,,,,,,,,,,,0,263.0,77.0,2024-12-15 15:15:00+00:00
,,4,,,,,,,,,,,,-3,94.0,90.0,2024-12-15 17:30:00+00:00
,,-183,,,,,,,,,,,,0,92.0,275.0,2024-12-15 17:30:00+00:00
,,-664,,,,,,,,,,,,-3,81.0,745.0,2024-12-15 20:00:00+00:00
,,48,,,,,,,,,,,,3,298.0,250.0,2024-12-20 20:00:00+00:00
,,-7,,,,,,,,,,,,-3,82.0,89.0,2024-12-21 13:00:00+00:00
,,466,,,,,,,,,,,,3,558.0,92.0,2024-12-21 15:15:00+00:00
,,2,,,,,,,,,,,,-3,79.0,77.0,2024-12-21 17:30:00+00:00
,,3,,,,,,,,,,,,-3,81.0,78.0,2024-12-21 20:00:00+00:00
,,-168,,,,,,,,,,,,0,95.0,263.0,2024-12-22 13:00:00+00:00
,,-473,,,,,,,,,,,,3,86.0,559.0,2024-12-22 15:15:00+00:00
,,651,,,,,,,,,,,,-3,745.0,94.0,2024-12-22 17:30:00+00:00
,,195,,,,,,,,,,,,3,275.0,80.0,2024-12-22 17:30:00+00:00
,,3,,,,,,,,,,,,0,90.0,87.0,2024-12-22 20:00:00+00:00
,,8,,,,,,,,,,,,-3,89.0,81.0,2024-12-03 18:00:00+00:00
,,-9,,,,,,,,,,,,3,77.0,86.0,2024-12-04 20:00:00+00:00
,,-471,,,,,,,,,,,,3,87.0,558.0,2025-01-10 20:00:00+00:00
,,-35,,,,,,,,,,,,-3,263.0,298.0,2025-01-11 13:00:00+00:00
,,160,,,,,,,,,,,,3,250.0,90.0,2025-01-11 15:15:00+00:00
,,-665,,,,,,,,,,,,0,80.0,745.0,2025-01-11 17:30:00+00:00
,,464,,,,,,,,,,,,0,559.0,95.0,2025-01-11 20:00:00+00:00
,,193,,,,,,,,,,,,-3,275.0,82.0,2025-01-12 13:00:00+00:00
,,-1,,,,,,,,,,,,3,78.0,79.0,2025-01-12 15:15:00+00:00
,,-2,,,,,,,,,,,,3,92.0,94.0,2025-01-13 20:00:00+00:00
,,-170,,,,,,,,,,,,3,80.0,250.0,2025-01-17 20:00:00+00:00
,,-261,,,,,,,,,,,,-3,298.0,559.0,2025-01-18 13:00:00+00:00
,,667,,,,,,,,,,,,3,745.0,78.0,2025-01-18 15:15:00+00:00
,,-173,,,,,,,,,,,,-3,90.0,263.0,2025-01-18 17:30:00+00:00
,,1,,,,,,,,,,,,0,82.0,81.0,2025-01-18 20:00:00+00:00
,,481,,,,,,,,,,,,-3,558.0,77.0,2025-01-19 13:00:00+00:00
,,-189,,,,,,,,,,,,3,86.0,275.0,2025-01-19 15:15:00+00:00
,,-8,,,,,,,,,,,,0,79.0,87.0,2025-01-19 17:30:00+00:00
,,3,,,,,,,,,,,,3,95.0,92.0,2025-01-19 20:00:00+00:00
,,5,,,,,,,,,,,,3,94.0,89.0,2025-01-20 20:00:00+00:00
,,196,,,,,,,,,,,,0,275.0,79.0,2025-01-24 20:00:00+00:00
,,-1,,,,,,,,,,,,-3,89.0,90.0,2025-01-25 13:00:00+00:00
,,-16,,,,,,,,,,,,0,78.0,94.0,2025-01-25 15:15:00+00:00
,,479,,,,,,,,,,,,0,559.0,80.0,2025-01-25 17:30:00+00:00
,,164,,,,,,,,,,,,-3,250.0,86.0,2025-01-25 20:00:00+00:00
,,-211,,,,,,,,,,,,3,87.0,298.0,2025-01-26 13:00:00+00:00
,,10,,,,,,,,,,,,-3,92.0,82.0,2025-01-26 15:15:00+00:00
,,-668,,,,,,,,,,,,0,77.0,745.0,2025-01-26 17:30:00+00:00
,,-14,,,,,,,,,,,,3,81.0,95.0,2025-01-26 20:00:00+00:00
,,-295,,,,,,,,,,,,0,263.0,558.0,2025-01-27 20:00:00+00:00
,,658,,,,,,,,,,,,-3,745.0,87.0,2025-01-31 20:00:00+00:00
,,-477,,,,,,,,,,,,0,82.0,559.0,2025-02-01 13:00:00+00:00
,,-156,,,,,,,,,,,,3,94.0,250.0,2025-02-01 15:15:00+00:00
,,-11,,,,,,,,,,,,3,78.0,89.0,2025-02-01 17:30:00+00:00
,,-6,,,,,,,,,,,,3,80.0,86.0,2025-02-01 20:00:00+00:00
,,-182,,,,,,,,,,,,3,81.0,263.0,2025-02-02 13:00:00+00:00
,,-463,,,,,,,,,,,,3,95.0,558.0,2025-02-02 15:15:00+00:00
,,-13,,,,,,,,,,,,3,79.0,92.0,2025-02-02 17:30:00+00:00
,,13,,,,,,,,,,,,0,90.0,77.0,2025-02-02 20:00:00+00:00
,,23,,,,,,,,,,,,3,298.0,275.0,2025-02-03 20:00:00+00:00
,,-163,,,,,,,,,,,,3,87.0,250.0,2025-02-07 20:00:00+00:00
,,468,,,,,,,,,,,,3,558.0,90.0,2025-02-08 13:00:00+00:00
,,-221,,,,,,,,,,,,3,77.0,298.0,2025-02-08 15:15:00+00:00
,,181,,,,,,,,,,,,-3,275.0,94.0,2025-02-08 17:30:00+00:00
,,8,,,,,,,,,,,,0,86.0,78.0,2025-02-08 20:00:00+00:00
,,181,,,,,,,,,,,,-3,263.0,82.0,2025-02-09 13:00:00+00:00
,,-650,,,,,,,,,,,,3,95.0,745.0,2025-02-09 15:15:00+00:00
,,12,,,,,,,,,,,,3,92.0,80.0,2025-02-09 17:30:00+00:00
,,478,,,,,,,,,,,,-3,559.0,81.0,2025-02-09 20:00:00+00:00
,,10,,,,,,,,,,,,0,89.0,79.0,2025-02-10 20:00:00+00:00
,,216,,,,,,,,,,,,-3,298.0,82.0,2025-02-14 20:00:00+00:00
,,482,,,,,,,,,,,,0,745.0,263.0,2025-02-15 13:00:00+00:00
,,-7,,,,,,,,,,,,0,79.0,86.0,2025-02-15 15:15:00+00:00
,,-480,,,,,,,,,,,,0,78.0,558.0,2025-02-15 17:30:00+00:00
,,-1,,,,,,,,,,,,0,94.0,95.0,2025-02-15 20:00:00+00:00
,,3,,,,,,,,,,,,0,80.0,77.0,2025-02-16 13:00:00+00:00
,,-309,,,,,,,,,,,,-3,250.0,559.0,2025-02-16 15:15:00+00:00
,,-186,,,,,,,,,,,,3,89.0,275.0,2025-02-16 17:30:00+00:00
,,-2,,,,,,,,,,,,3,90.0,92.0,2025-02-16 20:00:00+00:00
,,-6,,,,,,,,,,,,3,81.0,87.0,2025-02-17 20:00:00+00:00
,,479,,,,,,,,,,,,3,558.0,79.0,2025-02-21 20:00:00+00:00
,,183,,,,,,,,,,,,-3,263.0,80.0,2025-02-22 13:00:00+00:00
,,-7,,,,,,,,,,,,-3,87.0,94.0,2025-02-22 15:15:00+00:00
,,17,,,,,,,,,,,,-3,95.0,78.0,2025-02-22 17:30:00+00:00
,,194,,,,,,,,,,,,-3,275.0,81.0,2025-02-22 20:00:00+00:00
,,-173,,,,,,,,,,,,3,77.0,250.0,2025-02-23 13:00:00+00:00
,,-212,,,,,,,,,,,,3,86.0,298.0,2025-02-23 15:15:00+00:00
,,-8,,,,,,,,,,,,-3,82.0,90.0,2025-02-23 17:30:00+00:00
,,-653,,,,,,,,,,,,3,92.0,745.0,2025-02-23 20:00:00+00:00
,,470,,,,,,,,,,,,0,559.0,89.0,2025-02-24 20:00:00+00:00
,,-25,,,,,,,,,,,,0,250.0,275.0,2025-02-28 20:00:00+00:00
,,-260,,,,,,,,,,,,0,298.0,558.0,2025-03-01 13:00:00+00:00
,,-472,,,,,,,,,,,,0,87.0,559.0,2025-03-01 15:15:00+00:00
,,4,,,,,,,,,,,,3,90.0,86.0,2025-03-01 17:30:00+00:00
