competition_code,competition_name,season,match_id,matchday,stage,status,date_utc,referee,home_team_id,home_team_x,away_team_id,away_team_x,fulltime_home,fulltime_away,halftime_home,halftime_away,goal_difference,total_goals,match_outcome,home_points,away_points,referee_id,home_team_y,home_team_goals,home_team_assists,home_team_minutes,home_team_passes_attempted,home_team_passes_completed,home_team_avg_top_speed,home_team_pass_acc,home_top11_goals,home_top11_assists,home_top11_avg_pass_acc,home_top11_avg_age,home_team_name,away_team_y,away_team_goals,away_team_assists,away_team_minutes,away_team_passes_attempted,away_team_passes_completed,away_team_avg_top_speed,away_team_pass_acc,away_top11_goals,away_top11_assists,away_top11_avg_pass_acc,away_top11_avg_age,away_team_name
CL,UEFA Champions League,2024/2025,523980,6,LEAGUE_STAGE,FINISHED,2024-12-10 20:00:00+00:00,Slavko Vinčič,3,Bayer 04 Leverkusen,108,FC Internazionale Milano,1,0,0,0,1,1,Home Win,3,0,145,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano
CL,UEFA Champions League,2024/2025,523990,6,LEAGUE_STAGE,FINISHED,2024-12-10 20:00:00+00:00,Anthony Taylor,851,Club Brugge KV,498,Sporting Clube de Portugal,2,1,1,1,1,3,Home Win,3,0,9,50043.0,3.0,2.0,3912.0,1921.0,1693.0,31.28684210526316,82.76894736842105,2.0,1.0,87.19,25.181818181818183,Club Brugge KV,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal
CL,UEFA Champions League,2024/2025,523936,6,LEAGUE_STAGE,FINISHED,2024-12-11 20:00:00+00:00,François Letexier,4,Borussia Dortmund,81,FC Barcelona,2,3,0,0,-1,5,Away Win,0,3,128,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona
CL,UEFA Champions League,2024/2025,523970,6,LEAGUE_STAGE,FINISHED,2024-12-11 20:00:00+00:00,Jesús Gil Manzano,98,AC Milan,7283,FK Crvena Zvezda,2,1,1,0,1,3,Home Win,3,0,38,50058.0,7.0,6.0,3961.0,2107.0,1914.0,32.1515,81.99199999999999,6.0,4.0,88.13636363636364,26.727272727272727,AC Milan,50069.0,4.0,3.0,3966.0,1491.0,1236.0,30.74217391304348,75.02913043478262,2.0,3.0,77.44727272727272,26.09090909090909,FK Crvena Zvezda
CL,UEFA Champions League,2024/2025,524074,6,LEAGUE_STAGE,FINISHED,2024-12-11 20:00:00+00:00,Giorgi Kruashvili,10,VfB Stuttgart,1871,BSC Young Boys,5,1,1,1,4,6,Home Win,3,0,155,50107.0,3.0,3.0,3964.0,2173.0,1915.0,30.96444444444445,85.945,2.0,3.0,85.8790909090909,25.181818181818183,VfB Stuttgart,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys
CL,UEFA Champions League,2024/2025,523975,7,LEAGUE_STAGE,FINISHED,2025-01-21 17:45:00+00:00,Donatas Rumšas,102,Atalanta BC,2021,SK Sturm Graz,5,0,1,0,5,5,Home Win,3,0,134,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz
CL,UEFA Champions League,2024/2025,524048,7,LEAGUE_STAGE,FINISHED,2025-01-21 20:00:00+00:00,Serdar Gözübüyük,103,Bologna FC 1909,4,Borussia Dortmund,2,1,0,1,1,3,Home Win,3,0,150,52969.0,0.0,0.0,3963.0,1652.0,1363.0,31.017000000000003,78.4,0.0,0.0,80.18181818181819,26.272727272727277,Bologna FC 1909,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund
CL,UEFA Champions League,2024/2025,524059,7,LEAGUE_STAGE,FINISHED,2025-01-21 20:00:00+00:00,Chris Kavanagh,7509,ŠK Slovan Bratislava,10,VfB Stuttgart,1,3,0,2,-2,4,Away Win,0,3,10,52797.0,2.0,2.0,3960.0,1450.0,1194.0,30.965454545454545,76.10681818181818,2.0,1.0,80.56090909090909,29.09090909090909,ŠK Slovan Bratislava,50107.0,3.0,3.0,3964.0,2173.0,1915.0,30.96444444444445,85.945,2.0,3.0,85.8790909090909,25.181818181818183,VfB Stuttgart
CL,UEFA Champions League,2024/2025,523962,7,LEAGUE_STAGE,FINISHED,2025-01-22 17:45:00+00:00,Manfredas Lukjančukas,721,RB Leipzig,498,Sporting Clube de Portugal,2,1,1,0,1,3,Home Win,3,0,146,2603790.0,4.0,3.0,3964.0,1820.0,1578.0,31.722,79.24249999999999,4.0,2.0,82.80363636363637,24.90909090909091,RB Leipzig,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal
CL,UEFA Champions League,2024/2025,523971,7,LEAGUE_STAGE,FINISHED,2025-01-22 20:00:00+00:00,Tobias Stieler,98,AC Milan,298,Girona FC,1,0,1,0,1,1,Home Win,3,0,88,50058.0,7.0,6.0,3961.0,2107.0,1914.0,32.1515,81.99199999999999,6.0,4.0,88.13636363636364,26.727272727272727,AC Milan,2602798.0,4.0,2.0,3935.0,1863.0,1629.0,30.506086956521735,82.3704347826087,3.0,2.0,82.68363636363637,27.454545454545453,Girona FC
CL,UEFA Champions League,2024/2025,524006,7,LEAGUE_STAGE,FINISHED,2025-01-22 20:00:00+00:00,Rohit Saggi,732,Celtic FC,1871,BSC Young Boys,1,0,0,0,1,1,Home Win,3,0,135,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys
CL,UEFA Champions League,2024/2025,524060,7,LEAGUE_STAGE,FINISHED,2025-01-22 20:00:00+00:00,Alejandro Hernández Hernández,907,AC Sparta Praha,108,FC Internazionale Milano,0,1,0,1,-1,1,Away Win,0,3,31,50033.0,5.0,4.0,3960.0,1076.0,776.0,30.895454545454548,67.94454545454545,5.0,3.0,70.17545454545456,25.545454545454547,AC Sparta Praha,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano
CL,UEFA Champions League,2024/2025,523935,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,João Pinheiro,5,FC Bayern München,7509,ŠK Slovan Bratislava,3,1,1,0,2,4,Home Win,3,0,143,50037.0,11.0,8.0,3964.0,2889.0,2647.0,30.5435,89.7675,9.0,7.0,90.12181818181818,27.63636363636364,FC Bayern München,52797.0,2.0,2.0,3960.0,1450.0,1194.0,30.965454545454545,76.10681818181818,2.0,1.0,80.56090909090909,29.09090909090909,ŠK Slovan Bratislava
CL,UEFA Champions League,2024/2025,523941,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Michael Oliver,81,FC Barcelona,102,Atalanta BC,2,2,0,0,0,4,Draw,1,1,6,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC
CL,UEFA Champions League,2024/2025,523983,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Georgi Kabakov,3,Bayer 04 Leverkusen,907,AC Sparta Praha,2,0,1,0,2,2,Home Win,3,0,131,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen,50033.0,5.0,4.0,3960.0,1076.0,776.0,30.895454545454548,67.94454545454545,5.0,3.0,70.17545454545456,25.545454545454547,AC Sparta Praha
CL,UEFA Champions League,2024/2025,524035,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Benoît Bastien,498,Sporting Clube de Portugal,103,Bologna FC 1909,1,1,0,1,0,2,Draw,1,1,112,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal,52969.0,0.0,0.0,3963.0,1652.0,1363.0,31.017000000000003,78.4,0.0,0.0,80.18181818181819,26.272727272727277,Bologna FC 1909
CL,UEFA Champions League,2024/2025,524038,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Halil Meler,1871,BSC Young Boys,7283,FK Crvena Zvezda,0,1,0,0,-1,1,Away Win,0,3,132,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys,50069.0,4.0,3.0,3966.0,1491.0,1236.0,30.74217391304348,75.02913043478262,2.0,3.0,77.44727272727272,26.09090909090909,FK Crvena Zvezda
CL,UEFA Champions League,2024/2025,524053,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Maurizio Mariani,298,Girona FC,57,Arsenal FC,1,2,1,2,-1,3,Away Win,0,3,58,2602798.0,4.0,2.0,3935.0,1863.0,1629.0,30.506086956521735,82.3704347826087,3.0,2.0,82.68363636363637,27.454545454545453,Girona FC,52280.0,2.0,2.0,3962.0,1916.0,1652.0,30.624761904761904,82.38952380952381,2.0,2.0,84.52363636363636,25.818181818181817,Arsenal FC
CL,UEFA Champions League,2024/2025,524068,8,LEAGUE_STAGE,FINISHED,2025-01-29 20:00:00+00:00,Mikola Balakin,2021,SK Sturm Graz,721,RB Leipzig,1,0,1,0,1,1,Home Win,3,0,157,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz,2603790.0,4.0,3.0,3964.0,1820.0,1578.0,31.722,79.24249999999999,4.0,2.0,82.80363636363637,24.90909090909091,RB Leipzig
