competition_code,competition_name,season,match_id,matchday,stage,status,date_utc,referee,home_team_id,home_team_x,away_team_id,away_team_x,fulltime_home,fulltime_away,halftime_home,halftime_away,goal_difference,total_goals,match_outcome,home_points,away_points,referee_id,home_team_y,home_team_goals,home_team_assists,home_team_minutes,home_team_passes_attempted,home_team_passes_completed,home_team_avg_top_speed,home_team_pass_acc,home_top11_goals,home_top11_assists,home_top11_avg_pass_acc,home_top11_avg_age,home_team_name,away_team_y,away_team_goals,away_team_assists,away_team_minutes,away_team_passes_attempted,away_team_passes_completed,away_team_avg_top_speed,away_team_pass_acc,away_top11_goals,away_top11_assists,away_top11_avg_pass_acc,away_top11_avg_age,away_team_name
CL,UEFA Champions League,2024/2025,524110,1,QUARTER_FINALS,FINISHED,2025-04-09 19:00:00+00:00,Espen Eskås,81,FC Barcelona,4,Borussia Dortmund,4,0,1,0,4,4,Home Win,3,0,133,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund
CL,UEFA Champions League,2024/2025,524117,1,SEMI_FINALS,FINISHED,2025-04-30 19:00:00+00:00,Clément Turpin,81,FC Barcelona,108,FC Internazionale Milano,3,3,2,2,0,6,Draw,1,1,114,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano
CL,UEFA Champions League,2024/2025,524075,2,LEAGUE_STAGE,FINISHED,2024-10-01 16:45:00+00:00,Manfredas Lukjančukas,10,VfB Stuttgart,907,AC Sparta Praha,1,1,1,1,0,2,Draw,1,1,146,50107.0,3.0,3.0,3964.0,2173.0,1915.0,30.96444444444445,85.945,2.0,3.0,85.8790909090909,25.181818181818183,VfB Stuttgart,50033.0,5.0,4.0,3960.0,1076.0,776.0,30.895454545454548,67.94454545454545,5.0,3.0,70.17545454545456,25.545454545454547,AC Sparta Praha
CL,UEFA Champions League,2024/2025,523938,2,LEAGUE_STAGE,FINISHED,2024-10-01 19:00:00+00:00,José Sánchez Martínez,4,Borussia Dortmund,732,Celtic FC,7,1,5,1,6,8,Home Win,3,0,30,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC
CL,UEFA Champions League,2024/2025,523942,2,LEAGUE_STAGE,FINISHED,2024-10-01 19:00:00+00:00,Erik Lambrechts,81,FC Barcelona,1871,BSC Young Boys,5,0,3,0,5,5,Home Win,3,0,147,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys
CL,UEFA Champions League,2024/2025,523950,2,LEAGUE_STAGE,FINISHED,2024-10-01 19:00:00+00:00,Felix Zwayer,108,FC Internazionale Milano,7283,FK Crvena Zvezda,4,0,1,0,4,4,Home Win,3,0,92,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano,50069.0,4.0,3.0,3966.0,1491.0,1236.0,30.74217391304348,75.02913043478262,2.0,3.0,77.44727272727272,26.09090909090909,FK Crvena Zvezda
CL,UEFA Champions League,2024/2025,523981,2,LEAGUE_STAGE,FINISHED,2024-10-01 19:00:00+00:00,Sandro Schärer,3,Bayer 04 Leverkusen,98,AC Milan,1,0,0,0,1,1,Home Win,3,0,144,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen,50058.0,7.0,6.0,3961.0,2107.0,1914.0,32.1515,81.99199999999999,6.0,4.0,88.13636363636364,26.727272727272727,AC Milan
CL,UEFA Champions League,2024/2025,523947,2,LEAGUE_STAGE,FINISHED,2024-10-02 19:00:00+00:00,Nikola Dabanović,64,Liverpool FC,103,Bologna FC 1909,2,0,1,0,2,2,Home Win,3,0,149,7889.0,10.0,9.0,3963.0,2005.0,1735.0,31.50523809523809,82.94904761904762,9.0,8.0,85.81818181818181,27.181818181818183,Liverpool FC,52969.0,0.0,0.0,3963.0,1652.0,1363.0,31.017000000000003,78.4,0.0,0.0,80.18181818181819,26.272727272727277,Bologna FC 1909
CL,UEFA Champions League,2024/2025,524069,2,LEAGUE_STAGE,FINISHED,2024-10-02 19:00:00+00:00,Äliyar Ağayev,2021,SK Sturm Graz,851,Club Brugge KV,0,1,0,1,-1,1,Away Win,0,3,152,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz,50043.0,3.0,2.0,3912.0,1921.0,1693.0,31.28684210526316,82.76894736842105,2.0,1.0,87.19,25.181818181818183,Club Brugge KV
CL,UEFA Champions League,2024/2025,524087,2,PLAYOFFS,FINISHED,2025-02-18 20:00:00+00:00,Benoît Bastien,5,FC Bayern München,732,Celtic FC,1,1,0,0,0,2,Draw,1,1,112,50037.0,11.0,8.0,3964.0,2889.0,2647.0,30.5435,89.7675,9.0,7.0,90.12181818181818,27.63636363636364,FC Bayern München,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC
CL,UEFA Champions League,2024/2025,524088,2,PLAYOFFS,FINISHED,2025-02-18 20:00:00+00:00,Felix Zwayer,102,Atalanta BC,851,Club Brugge KV,1,3,0,3,-2,4,Away Win,0,3,92,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC,50043.0,3.0,2.0,3912.0,1921.0,1693.0,31.28684210526316,82.76894736842105,2.0,1.0,87.19,25.181818181818183,Club Brugge KV
CL,UEFA Champions League,2024/2025,524090,2,PLAYOFFS,FINISHED,2025-02-19 17:45:00+00:00,Davide Massa,4,Borussia Dortmund,498,Sporting Clube de Portugal,0,0,0,0,0,0,Draw,1,1,66,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal
CL,UEFA Champions League,2024/2025,524105,2,LAST_16,FINISHED,2025-03-11 20:00:00+00:00,Slavko Vinčič,3,Bayer 04 Leverkusen,5,FC Bayern München,0,2,0,0,-2,2,Away Win,0,3,145,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen,50037.0,11.0,8.0,3964.0,2889.0,2647.0,30.5435,89.7675,9.0,7.0,90.12181818181818,27.63636363636364,FC Bayern München
CL,UEFA Champions League,2024/2025,524114,2,QUARTER_FINALS,FINISHED,2025-04-15 19:00:00+00:00,Maurizio Mariani,4,Borussia Dortmund,81,FC Barcelona,3,1,1,0,2,4,Home Win,3,0,58,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona
CL,UEFA Champions League,2024/2025,524115,2,QUARTER_FINALS,FINISHED,2025-04-16 19:00:00+00:00,Slavko Vinčič,108,FC Internazionale Milano,5,FC Bayern München,2,2,0,0,0,4,Draw,1,1,145,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano,50037.0,11.0,8.0,3964.0,2889.0,2647.0,30.5435,89.7675,9.0,7.0,90.12181818181818,27.63636363636364,FC Bayern München
CL,UEFA Champions League,2024/2025,524119,2,SEMI_FINALS,FINISHED,2025-05-06 19:00:00+00:00,Szymon Marciniak,108,FC Internazionale Milano,81,FC Barcelona,4,3,2,0,1,7,Home Win,3,0,153,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona
CL,UEFA Champions League,2024/2025,523969,3,LEAGUE_STAGE,FINISHED,2024-10-22 16:45:00+00:00,Felix Zwayer,98,AC Milan,851,Club Brugge KV,3,1,1,0,2,4,Home Win,3,0,92,50058.0,7.0,6.0,3961.0,2107.0,1914.0,32.1515,81.99199999999999,6.0,4.0,88.13636363636364,26.727272727272727,AC Milan,50043.0,3.0,2.0,3912.0,1921.0,1693.0,31.28684210526316,82.76894736842105,2.0,1.0,87.19,25.181818181818183,Club Brugge KV
CL,UEFA Champions League,2024/2025,524055,3,LEAGUE_STAGE,FINISHED,2024-10-22 19:00:00+00:00,Horațiu Fesnic,298,Girona FC,7509,ŠK Slovan Bratislava,2,0,1,0,2,2,Home Win,3,0,154,2602798.0,4.0,2.0,3935.0,1863.0,1629.0,30.506086956521735,82.3704347826087,3.0,2.0,82.68363636363637,27.454545454545453,Girona FC,52797.0,2.0,2.0,3960.0,1450.0,1194.0,30.965454545454545,76.10681818181818,2.0,1.0,80.56090909090909,29.09090909090909,ŠK Slovan Bratislava
CL,UEFA Champions League,2024/2025,524070,3,LEAGUE_STAGE,FINISHED,2024-10-22 19:00:00+00:00,Giorgi Kruashvili,2021,SK Sturm Graz,498,Sporting Clube de Portugal,0,2,0,1,-2,2,Away Win,0,3,155,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal
CL,UEFA Champions League,2024/2025,523974,3,LEAGUE_STAGE,FINISHED,2024-10-23 16:45:00+00:00,Irfan Peljto,102,Atalanta BC,732,Celtic FC,0,0,0,0,0,0,Draw,1,1,138,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC
CL,UEFA Champions League,2024/2025,524065,3,LEAGUE_STAGE,FINISHED,2024-10-23 16:45:00+00:00,Ivan Kružliak,512,Stade Brestois 29,3,Bayer 04 Leverkusen,1,1,1,1,0,2,Draw,1,1,140,2601306.0,8.0,6.0,3965.0,1666.0,1350.0,31.410500000000003,76.58,7.0,5.0,78.16727272727273,28.272727272727277,Stade Brestois 29,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen
CL,UEFA Champions League,2024/2025,523940,3,LEAGUE_STAGE,FINISHED,2024-10-23 19:00:00+00:00,Slavko Vinčič,81,FC Barcelona,5,FC Bayern München,4,1,3,1,3,5,Home Win,3,0,145,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,50037.0,11.0,8.0,3964.0,2889.0,2647.0,30.5435,89.7675,9.0,7.0,90.12181818181818,27.63636363636364,FC Bayern München
CL,UEFA Champions League,2024/2025,523960,3,LEAGUE_STAGE,FINISHED,2024-10-23 19:00:00+00:00,Sandro Schärer,721,RB Leipzig,64,Liverpool FC,0,1,0,1,-1,1,Away Win,0,3,144,2603790.0,4.0,3.0,3964.0,1820.0,1578.0,31.722,79.24249999999999,4.0,2.0,82.80363636363637,24.90909090909091,RB Leipzig,7889.0,10.0,9.0,3963.0,2005.0,1735.0,31.50523809523809,82.94904761904762,9.0,8.0,85.81818181818181,27.181818181818183,Liverpool FC
CL,UEFA Champions League,2024/2025,524036,3,LEAGUE_STAGE,FINISHED,2024-10-23 19:00:00+00:00,Michael Oliver,1871,BSC Young Boys,108,FC Internazionale Milano,0,1,0,0,-1,1,Away Win,0,3,6,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano
CL,UEFA Champions League,2024/2025,523939,4,LEAGUE_STAGE,FINISHED,2024-11-05 20:00:00+00:00,Erik Lambrechts,4,Borussia Dortmund,2021,SK Sturm Graz,1,0,0,0,1,1,Home Win,3,0,147,52758.0,13.0,7.0,3965.0,2389.0,2144.0,31.347619047619045,78.22714285714285,8.0,6.0,88.28090909090909,27.09090909090909,Borussia Dortmund,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz
CL,UEFA Champions League,2024/2025,523945,4,LEAGUE_STAGE,FINISHED,2024-11-05 20:00:00+00:00,Danny Makkelie,64,Liverpool FC,3,Bayer 04 Leverkusen,4,0,0,0,4,4,Home Win,3,0,139,7889.0,10.0,9.0,3963.0,2005.0,1735.0,31.50523809523809,82.94904761904762,9.0,8.0,85.81818181818181,27.181818181818183,Liverpool FC,50109.0,5.0,6.0,3971.0,2263.0,2033.0,31.4925,81.851,5.0,4.0,86.01545454545455,26.363636363636363,Bayer 04 Leverkusen
CL,UEFA Champions League,2024/2025,524004,4,LEAGUE_STAGE,FINISHED,2024-11-05 20:00:00+00:00,Benoît Bastien,732,Celtic FC,721,RB Leipzig,3,1,2,1,2,4,Home Win,3,0,112,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC,2603790.0,4.0,3.0,3964.0,1820.0,1578.0,31.722,79.24249999999999,4.0,2.0,82.80363636363637,24.90909090909091,RB Leipzig
CL,UEFA Champions League,2024/2025,523949,4,LEAGUE_STAGE,FINISHED,2024-11-06 20:00:00+00:00,István Kovács,108,FC Internazionale Milano,57,Arsenal FC,1,0,1,0,1,1,Home Win,3,0,130,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano,52280.0,2.0,2.0,3962.0,1916.0,1652.0,30.624761904761904,82.38952380952381,2.0,2.0,84.52363636363636,25.818181818181817,Arsenal FC
CL,UEFA Champions League,2024/2025,524028,4,LEAGUE_STAGE,FINISHED,2024-11-06 20:00:00+00:00,Espen Eskås,7283,FK Crvena Zvezda,81,FC Barcelona,2,5,1,2,-3,7,Away Win,0,3,133,50069.0,4.0,3.0,3966.0,1491.0,1236.0,30.74217391304348,75.02913043478262,2.0,3.0,77.44727272727272,26.09090909090909,FK Crvena Zvezda,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona
CL,UEFA Champions League,2024/2025,524063,4,LEAGUE_STAGE,FINISHED,2024-11-06 20:00:00+00:00,Mikola Balakin,907,AC Sparta Praha,512,Stade Brestois 29,1,2,0,1,-1,3,Away Win,0,3,157,50033.0,5.0,4.0,3960.0,1076.0,776.0,30.895454545454548,67.94454545454545,5.0,3.0,70.17545454545456,25.545454545454547,AC Sparta Praha,2601306.0,8.0,6.0,3965.0,1666.0,1350.0,31.410500000000003,76.58,7.0,5.0,78.16727272727273,28.272727272727277,Stade Brestois 29
CL,UEFA Champions League,2024/2025,524073,4,LEAGUE_STAGE,FINISHED,2024-11-06 20:00:00+00:00,Rade Obrenović,10,VfB Stuttgart,102,Atalanta BC,0,2,0,0,-2,2,Away Win,0,3,136,50107.0,3.0,3.0,3964.0,2173.0,1915.0,30.96444444444445,85.945,2.0,3.0,85.8790909090909,25.181818181818183,VfB Stuttgart,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC
CL,UEFA Champions League,2024/2025,524057,5,LEAGUE_STAGE,FINISHED,2024-11-26 17:45:00+00:00,José Sánchez Martínez,7509,ŠK Slovan Bratislava,98,AC Milan,2,3,1,1,-1,5,Away Win,0,3,30,52797.0,2.0,2.0,3960.0,1450.0,1194.0,30.965454545454545,76.10681818181818,2.0,1.0,80.56090909090909,29.09090909090909,ŠK Slovan Bratislava,50058.0,7.0,6.0,3961.0,2107.0,1914.0,32.1515,81.99199999999999,6.0,4.0,88.13636363636364,26.727272727272727,AC Milan
CL,UEFA Champions League,2024/2025,523943,5,LEAGUE_STAGE,FINISHED,2024-11-26 20:00:00+00:00,Irfan Peljto,81,FC Barcelona,512,Stade Brestois 29,3,0,1,0,3,3,Home Win,3,0,138,50080.0,14.0,14.0,3890.0,2064.0,1815.0,30.629166666666663,82.37916666666666,13.0,12.0,86.11454545454545,24.545454545454547,FC Barcelona,2601306.0,8.0,6.0,3965.0,1666.0,1350.0,31.410500000000003,76.58,7.0,5.0,78.16727272727273,28.272727272727277,Stade Brestois 29
CL,UEFA Champions League,2024/2025,523948,5,LEAGUE_STAGE,FINISHED,2024-11-26 20:00:00+00:00,João Pinheiro,108,FC Internazionale Milano,721,RB Leipzig,1,0,1,0,1,1,Home Win,3,0,143,50138.0,6.0,3.0,3963.0,1866.0,1631.0,31.294,84.03,3.0,2.0,85.91818181818182,28.63636363636364,FC Internazionale Milano,2603790.0,4.0,3.0,3964.0,1820.0,1578.0,31.722,79.24249999999999,4.0,2.0,82.80363636363637,24.90909090909091,RB Leipzig
CL,UEFA Champions League,2024/2025,524033,5,LEAGUE_STAGE,FINISHED,2024-11-26 20:00:00+00:00,Szymon Marciniak,498,Sporting Clube de Portugal,57,Arsenal FC,1,5,0,3,-4,6,Away Win,0,3,153,50149.0,9.0,7.0,3966.0,1662.0,1416.0,31.90157894736842,79.17210526315789,6.0,5.0,83.64545454545454,23.454545454545453,Sporting Clube de Portugal,52280.0,2.0,2.0,3962.0,1916.0,1652.0,30.624761904761904,82.38952380952381,2.0,2.0,84.52363636363636,25.818181818181817,Arsenal FC
CL,UEFA Champions League,2024/2025,524037,5,LEAGUE_STAGE,FINISHED,2024-11-26 20:00:00+00:00,Manfredas Lukjančukas,1871,BSC Young Boys,102,Atalanta BC,1,6,1,4,-5,7,Away Win,0,3,146,50031.0,1.0,1.0,3963.0,1476.0,1244.0,31.228181818181817,79.28545454545454,1.0,0.0,81.08454545454546,24.09090909090909,BSC Young Boys,52816.0,5.0,4.0,3965.0,2091.0,1808.0,31.839473684210528,77.84263157894736,4.0,4.0,83.28818181818183,27.272727272727277,Atalanta BC
CL,UEFA Champions League,2024/2025,524031,5,LEAGUE_STAGE,FINISHED,2024-11-27 17:45:00+00:00,Erik Lambrechts,7283,FK Crvena Zvezda,10,VfB Stuttgart,5,1,2,1,4,6,Home Win,3,0,147,50069.0,4.0,3.0,3966.0,1491.0,1236.0,30.74217391304348,75.02913043478262,2.0,3.0,77.44727272727272,26.09090909090909,FK Crvena Zvezda,50107.0,3.0,3.0,3964.0,2173.0,1915.0,30.96444444444445,85.945,2.0,3.0,85.8790909090909,25.181818181818183,VfB Stuttgart
CL,UEFA Champions League,2024/2025,524071,5,LEAGUE_STAGE,FINISHED,2024-11-27 17:45:00+00:00,Rohit Saggi,2021,SK Sturm Graz,298,Girona FC,1,0,0,0,1,1,Home Win,3,0,135,50111.0,0.0,1.0,3958.0,1399.0,1135.0,30.551,78.4835,0.0,1.0,77.9090909090909,22.545454545454547,SK Sturm Graz,2602798.0,4.0,2.0,3935.0,1863.0,1629.0,30.506086956521735,82.3704347826087,3.0,2.0,82.68363636363637,27.454545454545453,Girona FC
CL,UEFA Champions League,2024/2025,524005,5,LEAGUE_STAGE,FINISHED,2024-11-27 20:00:00+00:00,Georgi Kabakov,732,Celtic FC,851,Club Brugge KV,1,1,0,1,0,2,Draw,1,1,131,50050.0,9.0,7.0,3966.0,2017.0,1770.0,31.8135,80.4465,8.0,6.0,83.12181818181818,27.363636363636363,Celtic FC,50043.0,3.0,2.0,3912.0,1921.0,1693.0,31.28684210526316,82.76894736842105,2.0,1.0,87.19,25.181818181818183,Club Brugge KV
CL,UEFA Champions League,2024/2025,524052,6,LEAGUE_STAGE,FINISHED,2024-12-10 17:45:00+00:00,Benoît Bastien,298,Girona FC,64,Liverpool FC,0,1,0,0,-1,1,Away Win,0,3,112,2602798.0,4.0,2.0,3935.0,1863.0,1629.0,30.506086956521735,82.3704347826087,3.0,2.0,82.68363636363637,27.454545454545453,Girona FC,7889.0,10.0,9.0,3963.0,2005.0,1735.0,31.50523809523809,82.94904761904762,9.0,8.0,85.81818181818181,27.181818181818183,Liverpool FC
